virus	strain	date	country	source	county	state
WNV	WNV_9C39_Cq_AZ_20210604	2021-06-04	WNV_9C39_Cq_AZ_20210604	Hepp	MARICOPA	AZ
WNV	WNV_9C44_Cq_AZ_20210604	2021-06-04	WNV_9C44_Cq_AZ_20210604	Hepp	MARICOPA	AZ
WNV	WNV_K989_Cq_AZ_20210525	2021-05-25	WNV_K989_Cq_AZ_20210525	Hepp	MARICOPA	AZ
WNV	WNV_L381_Cq_AZ_20210604	2021-06-04	WNV_L381_Cq_AZ_20210604	Hepp	MARICOPA	AZ
WNV	WNV_10I3_Cq_AZ_20210715	2021-07-15	WNV_10I3_Cq_AZ_20210715	Hepp	MARICOPA	AZ
WNV	WNV_211395_Cq_AZ_20210811	2021-08-11	WNV_211395_Cq_AZ_20210811	Hepp	MARICOPA	AZ
WNV	WNV_211406_Cq_AZ_20210811	2021-08-11	WNV_211406_Cq_AZ_20210811	Hepp	MARICOPA	AZ
WNV	WNV_211425_Cq_AZ_20210811	2021-08-11	WNV_211425_Cq_AZ_20210811	Hepp	MARICOPA	AZ
WNV	WNV_211481_Cq_AZ_20210811	2021-08-11	WNV_211481_Cq_AZ_20210811	Hepp	MARICOPA	AZ
WNV	WNV_211749_Ct_AZ_20210805	2021-08-05	WNV_211749_Ct_AZ_20210805	Hepp	MARICOPA	AZ
WNV	WNV_212611_Cq_AZ_20210805	2021-08-05	WNV_212611_Cq_AZ_20210805	Hepp	MARICOPA	AZ
WNV	WNV_212989_Cq_AZ_20210805	2021-08-05	WNV_212989_Cq_AZ_20210805	Hepp	MARICOPA	AZ
WNV	WNV_212990_Cq_AZ_20210805	2021-08-05	WNV_212990_Cq_AZ_20210805	Hepp	MARICOPA	AZ
WNV	WNV_212991_Cq_AZ_20210805	2021-08-05	WNV_212991_Cq_AZ_20210805	Hepp	MARICOPA	AZ
WNV	WNV_213002_Cq_AZ_20210805	2021-08-05	WNV_213002_Cq_AZ_20210805	Hepp	MARICOPA	AZ
WNV	WNV_213036_Cq_AZ_20210805	2021-08-05	WNV_213036_Cq_AZ_20210805	Hepp	MARICOPA	AZ
WNV	WNV_213130_Cq_AZ_20210811	2021-08-11	WNV_213130_Cq_AZ_20210811	Hepp	MARICOPA	AZ
WNV	WNV_213138_Cq_AZ_20210811	2021-08-11	WNV_213138_Cq_AZ_20210811	Hepp	MARICOPA	AZ
WNV	WNV_213146_Cq_AZ_20210811	2021-08-11	WNV_213146_Cq_AZ_20210811	Hepp	MARICOPA	AZ
WNV	WNV_213759_Cq_AZ_20210824	2021-08-24	WNV_213759_Cq_AZ_20210824	Hepp	MARICOPA	AZ
WNV	WNV_213797_Cq_AZ_20210824	2021-08-24	WNV_213797_Cq_AZ_20210824	Hepp	MARICOPA	AZ
WNV	WNV_214105_Cq_AZ_20210901	2021-09-01	WNV_214105_Cq_AZ_20210901	Hepp	MARICOPA	AZ
WNV	WNV_214137_Ct_AZ_20210901	2021-09-01	WNV_214137_Ct_AZ_20210901	Hepp	MARICOPA	AZ
WNV	WNV_214170_Ct_AZ_20210901	2021-09-01	WNV_214170_Ct_AZ_20210901	Hepp	MARICOPA	AZ
WNV	WNV_214345_Cq_AZ_20210901	2021-09-01	WNV_214345_Cq_AZ_20210901	Hepp	MARICOPA	AZ
WNV	WNV_214380_Cq_AZ_20210903	2021-09-03	WNV_214380_Cq_AZ_20210903	Hepp	MARICOPA	AZ
WNV	WNV_214781_Cq_AZ_20210903	2021-09-03	WNV_214781_Cq_AZ_20210903	Hepp	MARICOPA	AZ
WNV	WNV_214962_Cq_AZ_20210903	2021-09-03	WNV_214962_Cq_AZ_20210903	Hepp	MARICOPA	AZ
WNV	WNV_215247_Cq_AZ_20210824	2021-08-24	WNV_215247_Cq_AZ_20210824	Hepp	MARICOPA	AZ
WNV	WNV_215273_Cq_AZ_20210824	2021-08-24	WNV_215273_Cq_AZ_20210824	Hepp	MARICOPA	AZ
WNV	WNV_215282_Cq_AZ_20210824	2021-08-24	WNV_215282_Cq_AZ_20210824	Hepp	MARICOPA	AZ
WNV	WNV_215293Cq_AZ_20210824	2021-08-24	WNV_215293Cq_AZ_20210824	Hepp	MARICOPA	AZ
WNV	WNV_215307_Cq_AZ_20210824	2021-08-24	WNV_215307_Cq_AZ_20210824	Hepp	MARICOPA	AZ
WNV	WNV_215317_Cq_AZ_20210824	2021-08-24	WNV_215317_Cq_AZ_20210824	Hepp	MARICOPA	AZ
WNV	WNV_215327_Cq_AZ_20210824	2021-08-24	WNV_215327_Cq_AZ_20210824	Hepp	MARICOPA	AZ
WNV	WNV_215336_Cq_AZ_20210824	2021-08-24	WNV_215336_Cq_AZ_20210824	Hepp	MARICOPA	AZ
WNV	WNV_215375_Cq_AZ_20210824	2021-08-24	WNV_215375_Cq_AZ_20210824	Hepp	MARICOPA	AZ
WNV	WNV_215388Cq_AZ_20210824	2021-08-24	WNV_215388Cq_AZ_20210824	Hepp	MARICOPA	AZ
WNV	WNV_215439Cq_AZ_20210824	2021-08-24	WNV_215439Cq_AZ_20210824	Hepp	MARICOPA	AZ
WNV	WNV_215900_Cq_AZ_20210824	2021-08-24	WNV_215900_Cq_AZ_20210824	Hepp	MARICOPA	AZ
WNV	WNV_215970_Cq_AZ_20210901	2021-09-01	WNV_215970_Cq_AZ_20210901	Hepp	MARICOPA	AZ
WNV	WNV_216091_Ct_AZ_20210910	2021-09-10	WNV_216091_Ct_AZ_20210910	Hepp	MARICOPA	AZ
WNV	WNV_216115_Cq_AZ_20210910	2021-09-10	WNV_216115_Cq_AZ_20210910	Hepp	MARICOPA	AZ
WNV	WNV_216186_Cq_AZ_20210910	2021-09-10	WNV_216186_Cq_AZ_20210910	Hepp	MARICOPA	AZ
WNV	WNV_216204_Ct_AZ_20210910	2021-09-10	WNV_216204_Ct_AZ_20210910	Hepp	MARICOPA	AZ
WNV	WNV_216216_Ct_AZ_20210910	2021-09-10	WNV_216216_Ct_AZ_20210910	Hepp	MARICOPA	AZ
WNV	WNV_216419_Ct_AZ_20210908	2021-09-08	WNV_216419_Ct_AZ_20210908	Hepp	MARICOPA	AZ
WNV	WNV_216422_Cq_AZ_20210908	2021-09-08	WNV_216422_Cq_AZ_20210908	Hepp	MARICOPA	AZ
WNV	WNV_216460_Ct_AZ_20210908	2021-09-08	WNV_216460_Ct_AZ_20210908	Hepp	MARICOPA	AZ
WNV	WNV_216503_Cq_AZ_20210908	2021-09-08	WNV_216503_Cq_AZ_20210908	Hepp	MARICOPA	AZ
WNV	WNV_216581_Cq_AZ_20210910	2021-09-10	WNV_216581_Cq_AZ_20210910	Hepp	MARICOPA	AZ
WNV	WNV_216616_Cq_AZ_20210914	2021-09-14	WNV_216616_Cq_AZ_20210914	Hepp	MARICOPA	AZ
WNV	WNV_216728_Cq_AZ_20210908	2021-09-08	WNV_216728_Cq_AZ_20210908	Hepp	MARICOPA	AZ
WNV	WNV_218100_Ct_AZ_20210914	2021-09-14	WNV_218100_Ct_AZ_20210914	Hepp	MARICOPA	AZ
WNV	WNV_218276_Cq_AZ_20210910	2021-09-10	WNV_218276_Cq_AZ_20210910	Hepp	MARICOPA	AZ
WNV	WNV_218280_Ct_AZ_20210914	2021-09-14	WNV_218280_Ct_AZ_20210914	Hepp	MARICOPA	AZ
WNV	WNV_21923_Cq_AZ_20210805	2021-08-05	WNV_21923_Cq_AZ_20210805	Hepp	MARICOPA	AZ
WNV	WNV_219998_Cq_AZ_20210910	2021-09-10	WNV_219998_Cq_AZ_20210910	Hepp	MARICOPA	AZ
WNV	WNV_21I2_Cq_AZ_20210713	2021-07-13	WNV_21I2_Cq_AZ_20210713	Hepp	MARICOPA	AZ
WNV	WNV_30I2_Cq_AZ_20210713	2021-07-13	WNV_30I2_Cq_AZ_20210713	Hepp	MARICOPA	AZ
WNV	WNV_30K6_Cq_AZ_20210720	2021-07-20	WNV_30K6_Cq_AZ_20210720	Hepp	MARICOPA	AZ
WNV	WNV_73H3_Cq_AZ_20210713	2021-07-13	WNV_73H3_Cq_AZ_20210713	Hepp	MARICOPA	AZ
WNV	WNV_95H2_Cq_AZ_20210715	2021-07-15	WNV_95H2_Cq_AZ_20210715	Hepp	MARICOPA	AZ
WNV	WNV_9C52_Ct_AZ_20210715	2021-07-15	WNV_9C52_Ct_AZ_20210715	Hepp	MARICOPA	AZ
