virus	strain	date	country	source	county	state
WNV	WNV_F8_Ct_AZ_10.06.17_2017.764384	2017-10-07	WNV_F8_Ct_AZ_10.06.17_2017.764384	Hepp	MARICOPA	AZ
WNV	WNV_4A73_B8_Cq_AZ_06.04.19_2019.427776	2019-06-06	WNV_4A73_B8_Cq_AZ_06.04.19_2019.427776	Hepp	MARICOPA	AZ
WNV	WNV_5B12_G3_Cq_AZ_06.04.19_2019.427776	2019-06-06	WNV_5B12_G3_Cq_AZ_06.04.19_2019.427776	Hepp	MARICOPA	AZ
WNV	WNV_Z510_A6_Ct_AZ_05.17.19_2019.378494	2019-05-19	WNV_Z510_A6_Ct_AZ_05.17.19_2019.378494	Hepp	MARICOPA	AZ
WNV	WNV_19_Cq_AZ_06.25.14_2014.482192	2014-06-26	WNV_19_Cq_AZ_06.25.14_2014.482192	Hepp	MARICOPA	AZ
WNV	WNV_MERGED_Cq_AZ_06.21.17_2017.471233	2017-06-22	WNV_MERGED_Cq_AZ_06.21.17_2017.471233	Hepp	MARICOPA	AZ
WNV	WNV_22_Cq_AZ_07.22.14_2014.556164	2014-07-22	WNV_22_Cq_AZ_07.22.14_2014.556164	Hepp	MARICOPA	AZ
WNV	WNV_MERGED_Cq_AZ_05.31.17_2017.413698	2017-06-01	WNV_MERGED_Cq_AZ_05.31.17_2017.413698	Hepp	MARICOPA	AZ
WNV	WNV_MERGED_Cq_AZ_06.21.17_2017.471234	2017-06-22	WNV_MERGED_Cq_AZ_06.21.17_2017.471234	Hepp	MARICOPA	AZ
WNV	WNV_85_Ct_AZ_10.08.14_2014.769863	2014-10-08	WNV_85_Ct_AZ_10.08.14_2014.769863	Hepp	MARICOPA	AZ
WNV	WNV_2_Cq_AZ_06102015_2015.441478	2015-06-11	WNV_2_Cq_AZ_06102015_2015.441478	Hepp	MARICOPA	AZ
WNV	WNV_Q809_H3_Cq_AZ_06.04.19_2019.427776	2019-06-06	WNV_Q809_H3_Cq_AZ_06.04.19_2019.427776	Hepp	MARICOPA	AZ
WNV	WNV_45_Ct_AZ_10142015_2015.786448	2015-10-15	WNV_45_Ct_AZ_10142015_2015.786448	Hepp	MARICOPA	AZ
WNV	WNV_Z164_F8_Ct_AZ_05.17.19_2019.378494	2019-05-19	WNV_Z164_F8_Ct_AZ_05.17.19_2019.378494	Hepp	MARICOPA	AZ
WNV	WNV_cq_AZ_10.13.16_2016.784153	2016-10-13	WNV_cq_AZ_10.13.16_2016.784153	Hepp	MARICOPA	AZ
WNV	WNV_X775_A8_Ct_AZ_05.15.19_2019.373018	2019-05-17	WNV_X775_A8_Ct_AZ_05.15.19_2019.373018	Hepp	MARICOPA	AZ
WNV	WNV_MERGED_Cq_AZ_05.26.17_2017.4	2017-05-27	WNV_MERGED_Cq_AZ_05.26.17_2017.4	Hepp	MARICOPA	AZ
WNV	WNV_45_Cq_AZ_06112015_2015.444216	2015-06-12	WNV_45_Cq_AZ_06112015_2015.444216	Hepp	MARICOPA	AZ
WNV	WNV_7894_C2_Cq_AZ_05.21.19_2019.389445	2019-05-23	WNV_7894_C2_Cq_AZ_05.21.19_2019.389445	Hepp	MARICOPA	AZ
WNV	WNV_52_Cq_AZ_07162015_2015.540041	2015-07-17	WNV_52_Cq_AZ_07162015_2015.540041	Hepp	MARICOPA	AZ
WNV	WNV_58_Cq_AZ_05212015_2015.386721	2015-05-22	WNV_58_Cq_AZ_05212015_2015.386721	Hepp	MARICOPA	AZ
WNV	WNV_60_Cq_AZ_05142015_2015.367556	2015-05-15	WNV_60_Cq_AZ_05142015_2015.367556	Hepp	MARICOPA	AZ
WNV	WNV_D10_Cq_AZ_09.13.17_2017.70137	2017-09-14	WNV_D10_Cq_AZ_09.13.17_2017.70137	Hepp	MARICOPA	AZ
WNV	WNV_MERGED_Cq_AZ_06.01.17_2017.416439	2017-06-01	WNV_MERGED_Cq_AZ_06.01.17_2017.416439	Hepp	MARICOPA	AZ
WNV	WNV_54_Cq_AZ_08.28.14_2014.657534	2014-08-28	WNV_54_Cq_AZ_08.28.14_2014.657534	Hepp	MARICOPA	AZ
WNV	WNV_X947_C10_Cq_AZ_05.17.19_2019.378494	2019-05-19	WNV_X947_C10_Cq_AZ_05.17.19_2019.378494	Hepp	MARICOPA	AZ
WNV	WNV_19_Cq_AZ_08062015_2015.597536	2015-08-07	WNV_19_Cq_AZ_08062015_2015.597536	Hepp	MARICOPA	AZ
WNV	WNV_B10_Ct_AZ_09.15.17_2017.706849	2017-09-15	WNV_B10_Ct_AZ_09.15.17_2017.706849	Hepp	MARICOPA	AZ
WNV	WNV_41_Cq_AZ_07142015_2015.534565	2015-07-15	WNV_41_Cq_AZ_07142015_2015.534565	Hepp	MARICOPA	AZ
WNV	WNV_446F8_Cq_AZ_07.27.18_2018.569863	2018-07-27	WNV_446F8_Cq_AZ_07.27.18_2018.569863	Hepp	MARICOPA	AZ
WNV	WNV_24_Cq_AZ_08.20.14_2014.635616	2014-08-20	WNV_24_Cq_AZ_08.20.14_2014.635616	Hepp	MARICOPA	AZ
WNV	WNV_177C1_Cq_07.05.18_2018.509589	2018-07-05	WNV_177C1_Cq_07.05.18_2018.509589	Hepp	MARICOPA	AZ
WNV	WNV_41_Cq_AZ_09302015_2015.748118	2015-10-01	WNV_41_Cq_AZ_09302015_2015.748118	Hepp	MARICOPA	AZ
WNV	WNV_0_Cq_AZ_09.07.16_2016.685792	2016-09-07	WNV_0_Cq_AZ_09.07.16_2016.685792	Hepp	MARICOPA	AZ
WNV	WNV_16_Cq_AZ_06.04.14_2014.424658	2014-06-05	WNV_16_Cq_AZ_06.04.14_2014.424658	Hepp	MARICOPA	AZ
WNV	WNV_89_Cq_AZ_09.24.14_2014.731507	2014-09-25	WNV_89_Cq_AZ_09.24.14_2014.731507	Hepp	MARICOPA	AZ
WNV	WNV_34_Ct_AZ_06.03.14_2014.421918	2014-06-04	WNV_34_Ct_AZ_06.03.14_2014.421918	Hepp	MARICOPA	AZ
WNV	WNV_17_Cq_AZ_06.24.14_2014.479452	2014-06-24	WNV_17_Cq_AZ_06.24.14_2014.479452	Hepp	MARICOPA	AZ
WNV	WNV_7B24_B10_Cq_AZ_06.04.19_2019.427776	2019-06-06	WNV_7B24_B10_Cq_AZ_06.04.19_2019.427776	Hepp	MARICOPA	AZ
WNV	WNV_Z023_E3_Cq_AZ_05.17.19_2019.378494	2019-05-19	WNV_Z023_E3_Cq_AZ_05.17.19_2019.378494	Hepp	MARICOPA	AZ
WNV	WNV_9A71_B10_Cq_AZ_05.17.19_2019.378494	2019-05-19	WNV_9A71_B10_Cq_AZ_05.17.19_2019.378494	Hepp	MARICOPA	AZ
WNV	WNV_0_Cq_AZ_07.29.14_2014.575342	2014-07-29	WNV_0_Cq_AZ_07.29.14_2014.575342	Hepp	MARICOPA	AZ
WNV	WNV_335A12_Ct_AZ_07.25.18_2018.564384	2018-07-26	WNV_335A12_Ct_AZ_07.25.18_2018.564384	Hepp	MARICOPA	AZ
WNV	WNV_38_Cq_AZ_06.12.14_2014.446575	2014-06-12	WNV_38_Cq_AZ_06.12.14_2014.446575	Hepp	MARICOPA	AZ
WNV	WNV_B9_Cq_AZ_09.22.17_2017.726027	2017-09-22	WNV_B9_Cq_AZ_09.22.17_2017.726027	Hepp	MARICOPA	AZ
WNV	WNV_MERGED_Cq_AZ_04.26.17_2017.317808	2017-04-26	WNV_MERGED_Cq_AZ_04.26.17_2017.317808	Hepp	MARICOPA	AZ
WNV	WNV_7B16_A4_Ct_AZ_06.04.19_2019.427776	2019-06-06	WNV_7B16_A4_Ct_AZ_06.04.19_2019.427776	Hepp	MARICOPA	AZ
WNV	WNV_Q227_B5_Cq_AZ_04.11.19_2019.279929	2019-04-13	WNV_Q227_B5_Cq_AZ_04.11.19_2019.279929	Hepp	MARICOPA	AZ
WNV	WNV_Q227_B5_Ct_AZ_04.12.19_2019.282667	2019-04-14	WNV_Q227_B5_Ct_AZ_04.12.19_2019.282667	Hepp	MARICOPA	AZ
WNV	WNV_X711_G9_Ct_AZ_05.17.19_2019.378494	2019-05-19	WNV_X711_G9_Ct_AZ_05.17.19_2019.378494	Hepp	MARICOPA	AZ
WNV	WNV_MERGED_Ct_AZ_06.20.17_2017.468494	2017-06-20	WNV_MERGED_Ct_AZ_06.20.17_2017.468494	Hepp	MARICOPA	AZ
WNV	WNV_52_Cq_AZ_0632015_2015.422313	2015-06-04	WNV_52_Cq_AZ_0632015_2015.422313	Hepp	MARICOPA	AZ
WNV	WNV_9A48_G5_Cq_AZ_05.21.19_2019.389445	2019-05-23	WNV_9A48_G5_Cq_AZ_05.21.19_2019.389445	Hepp	MARICOPA	AZ
WNV	WNV_69_Cq_AZ_05212015_2015.386721	2015-05-22	WNV_69_Cq_AZ_05212015_2015.386721	Hepp	MARICOPA	AZ
WNV	WNV_51_Cq_AZ_08.28.14_2014.657534	2014-08-28	WNV_51_Cq_AZ_08.28.14_2014.657534	Hepp	MARICOPA	AZ
WNV	WNV_9A67_F4_Cq_AZ_05.17.19_2019.378494	2019-05-19	WNV_9A67_F4_Cq_AZ_05.17.19_2019.378494	Hepp	MARICOPA	AZ
WNV	WNV_7B96_F6_Cq_AZ_06.04.19_2019.427776	2019-06-06	WNV_7B96_F6_Cq_AZ_06.04.19_2019.427776	Hepp	MARICOPA	AZ
WNV	WNV_X750_E4_Cq_AZ_05.17.19_2019.378494	2019-05-19	WNV_X750_E4_Cq_AZ_05.17.19_2019.378494	Hepp	MARICOPA	AZ
WNV	WNV_9A52_B1_Cq_AZ_05.17.19_2019.378494	2019-05-19	WNV_9A52_B1_Cq_AZ_05.17.19_2019.378494	Hepp	MARICOPA	AZ
WNV	WNV_MERGED_Cq_AZ_06.14.17_2017.452055	2017-06-15	WNV_MERGED_Cq_AZ_06.14.17_2017.452055	Hepp	MARICOPA	AZ
WNV	WNV_A10_Ct_AZ_10.13.17_2017.783562	2017-10-14	WNV_A10_Ct_AZ_10.13.17_2017.783562	Hepp	MARICOPA	AZ
WNV	WNV_7_Cq_AZ_07252015_2015.564682	2015-07-26	WNV_7_Cq_AZ_07252015_2015.564682	Hepp	MARICOPA	AZ
WNV	WNV_MERGED_Cq_AZ_05.31.17_2017.413699	2017-06-01	WNV_MERGED_Cq_AZ_05.31.17_2017.413699	Hepp	MARICOPA	AZ
WNV	WNV_MERGED_Cq_AZ_06.21.17_2017.471235	2017-06-22	WNV_MERGED_Cq_AZ_06.21.17_2017.471235	Hepp	MARICOPA	AZ
WNV	WNV_X780_F7_Cq_AZ_05.14.19_2019.37028	2019-05-16	WNV_X780_F7_Cq_AZ_05.14.19_2019.37028	Hepp	MARICOPA	AZ
WNV	WNV_E10_Cq_AZ_09.13.17_2017.70137	2017-09-14	WNV_E10_Cq_AZ_09.13.17_2017.70137	Hepp	MARICOPA	AZ
WNV	WNV_78_Cq_AZ_07.23.14_2014.558904	2014-07-23	WNV_78_Cq_AZ_07.23.14_2014.558904	Hepp	MARICOPA	AZ
WNV	WNV_54_Cq_AZ_09092015_2015.690623	2015-09-10	WNV_54_Cq_AZ_09092015_2015.690623	Hepp	MARICOPA	AZ
WNV	WNV_A8_Ct_AZ_09.15.17_2017.706849	2017-09-15	WNV_A8_Ct_AZ_09.15.17_2017.706849	Hepp	MARICOPA	AZ
WNV	WNV_C8_Ct_AZ_10.05.17_2017.761644	2017-10-06	WNV_C8_Ct_AZ_10.05.17_2017.761644	Hepp	MARICOPA	AZ
WNV	WNV_17_Cq_AZ_10.27.16_2014.558904	2014-07-23	WNV_17_Cq_AZ_10.27.16_2014.558904	Hepp	MARICOPA	AZ
WNV	WNV_B5_Ct_AZ_06.15.17_2017.454795	2017-06-16	WNV_B5_Ct_AZ_06.15.17_2017.454795	Hepp	MARICOPA	AZ
WNV	WNV_MERGED_Cq_AZ_06.13.17_2017.449315	2017-06-13	WNV_MERGED_Cq_AZ_06.13.17_2017.449315	Hepp	MARICOPA	AZ
WNV	WNV_11_Cq_AZ_07.09.14_2014.520548	2014-07-10	WNV_11_Cq_AZ_07.09.14_2014.520548	Hepp	MARICOPA	AZ
WNV	WNV_9E29_A11_Cq_AZ_08072019_2019.600274	2019-08-08	WNV_9E29_A11_Cq_AZ_08072019_2019.600274	Hepp	MARICOPA	AZ
WNV	WNV_6A02_F9_Cq_AZ_06.04.19_2019.427776	2019-06-06	WNV_6A02_F9_Cq_AZ_06.04.19_2019.427776	Hepp	MARICOPA	AZ
WNV	WNV_53_Cq_AZ_05202015_2015.383984	2015-05-21	WNV_53_Cq_AZ_05202015_2015.383984	Hepp	MARICOPA	AZ
WNV	WNV_MERGED_Cq_AZ_06.23.17_2017.476712	2017-06-23	WNV_MERGED_Cq_AZ_06.23.17_2017.476712	Hepp	MARICOPA	AZ
WNV	WNV_8B20_F10_Cq_AZ_08072019_2019.600274	2019-08-08	WNV_8B20_F10_Cq_AZ_08072019_2019.600274	Hepp	MARICOPA	AZ
WNV	WNV_53_Cq_AZ_05292015_2015.408624	2015-05-30	WNV_53_Cq_AZ_05292015_2015.408624	Hepp	MARICOPA	AZ
WNV	WNV_64_Cq_AZ_07172015_2015.542779	2015-07-18	WNV_64_Cq_AZ_07172015_2015.542779	Hepp	MARICOPA	AZ
WNV	WNV_66_Cq_AZ_05012015_2015.331964	2015-05-02	WNV_66_Cq_AZ_05012015_2015.331964	Hepp	MARICOPA	AZ
WNV	WNV_86_Cq_AZ_07.24.14_2014.561644	2014-07-25	WNV_86_Cq_AZ_07.24.14_2014.561644	Hepp	MARICOPA	AZ
WNV	WNV_Q749_A1_Cq_AZ_06.04.19_2019.427776	2019-06-06	WNV_Q749_A1_Cq_AZ_06.04.19_2019.427776	Hepp	MARICOPA	AZ
WNV	WNV_MERGED_Cq_AZ_05.04.17_2017.339726	2017-05-04	WNV_MERGED_Cq_AZ_05.04.17_2017.339726	Hepp	MARICOPA	AZ
WNV	WNV_F9_Cq_AZ_09.15.17_2017.706849	2017-09-15	WNV_F9_Cq_AZ_09.15.17_2017.706849	Hepp	MARICOPA	AZ
WNV	WNV_A9_Cq_AZ_09.20.17_2017.720548	2017-09-21	WNV_A9_Cq_AZ_09.20.17_2017.720548	Hepp	MARICOPA	AZ
WNV	WNV_62_Cq_AZ_08182015_2015.63039	2015-08-19	WNV_62_Cq_AZ_08182015_2015.63039	Hepp	MARICOPA	AZ
WNV	WNV_17_Cq_AZ_06182015_2015.463381	2015-06-19	WNV_17_Cq_AZ_06182015_2015.463381	Hepp	MARICOPA	AZ
WNV	WNV_25_Cq_AZ_08182015_2015.63039	2015-08-19	WNV_25_Cq_AZ_08182015_2015.63039	Hepp	MARICOPA	AZ
WNV	WNV_B10_Cq_AZ_09.13.17_2017.70137	2017-09-14	WNV_B10_Cq_AZ_09.13.17_2017.70137	Hepp	MARICOPA	AZ
WNV	WNV_44_Cq_AZ_06112015_2015.444216	2015-06-12	WNV_44_Cq_AZ_06112015_2015.444216	Hepp	MARICOPA	AZ
WNV	WNV_H9_Ct_AZ_09.07.17_2017.684932	2017-09-08	WNV_H9_Ct_AZ_09.07.17_2017.684932	Hepp	MARICOPA	AZ
WNV	WNV_Cq_AZ_06172015_2015.460643	2015-06-18	WNV_Cq_AZ_06172015_2015.460643	Hepp	MARICOPA	AZ
WNV	WNV_X845_B12_Cq_AZ_05.15.19_2019.373018	2019-05-17	WNV_X845_B12_Cq_AZ_05.15.19_2019.373018	Hepp	MARICOPA	AZ
WNV	WNV_24_Ct_AZ_06172015_2015.460643	2015-06-18	WNV_24_Ct_AZ_06172015_2015.460643	Hepp	MARICOPA	AZ
WNV	WNV_26_Cq_AZ_06172015_2015.460643	2015-06-18	WNV_26_Cq_AZ_06172015_2015.460643	Hepp	MARICOPA	AZ
WNV	WNV_MERGED_Cq_AZ_06.21.17_2017.471236	2017-06-22	WNV_MERGED_Cq_AZ_06.21.17_2017.471236	Hepp	MARICOPA	AZ
WNV	WNV_68_Cq_AZ_04242015_2015.312799	2015-04-25	WNV_68_Cq_AZ_04242015_2015.312799	Hepp	MARICOPA	AZ
WNV	WNV_0_Ct_AZ_10.04.16_2016.759563	2016-10-05	WNV_0_Ct_AZ_10.04.16_2016.759563	Hepp	MARICOPA	AZ
WNV	WNV_MERGED_Cq_AZ_05.31.17_2017.4136990	2017-06-01	WNV_MERGED_Cq_AZ_05.31.17_2017.4136990	Hepp	MARICOPA	AZ
WNV	WNV_Q615_B3_Cq_AZ_04.16.19_2019.293618	2019-04-18	WNV_Q615_B3_Cq_AZ_04.16.19_2019.293618	Hepp	MARICOPA	AZ
WNV	WNV_X836_D4_Cq_AZ_05.21.19_2019.389445	2019-05-23	WNV_X836_D4_Cq_AZ_05.21.19_2019.389445	Hepp	MARICOPA	AZ
WNV	WNV_X689_B7_Ct_AZ_05.14.19_2019.37028	2019-05-16	WNV_X689_B7_Ct_AZ_05.14.19_2019.37028	Hepp	MARICOPA	AZ
WNV	WNV_15_Ct_AZ_07.08.14_2014.517808	2014-07-08	WNV_15_Ct_AZ_07.08.14_2014.517808	Hepp	MARICOPA	AZ
WNV	WNV_155B2_Cq_AZ_06.22.18_2018.473973	2018-06-23	WNV_155B2_Cq_AZ_06.22.18_2018.473973	Hepp	MARICOPA	AZ
WNV	WNV_AMERGED_Cq_AZ_05.05.17_2017.342466	2017-05-06	WNV_AMERGED_Cq_AZ_05.05.17_2017.342466	Hepp	MARICOPA	AZ
WNV	WNV_BMERGED_Cq_AZ_06.22.17_2017.473973	2017-06-23	WNV_BMERGED_Cq_AZ_06.22.17_2017.473973	Hepp	MARICOPA	AZ
WNV	WNV_MERGED_Cq_AZ_06.09.17_2017.438356	2017-06-09	WNV_MERGED_Cq_AZ_06.09.17_2017.438356	Hepp	MARICOPA	AZ
WNV	WNV_X484_C11_Cq_AZ_05.03.19_2019.340163	2019-05-05	WNV_X484_C11_Cq_AZ_05.03.19_2019.340163	Hepp	MARICOPA	AZ
WNV	WNV_D8_Cq_AZ_10.04.17_2017.758904	2017-10-04	WNV_D8_Cq_AZ_10.04.17_2017.758904	Hepp	MARICOPA	AZ
WNV	WNV_85_Cq_AZ_09292015_2015.74538	2015-09-30	WNV_85_Cq_AZ_09292015_2015.74538	Hepp	MARICOPA	AZ
WNV	WNV_5A90_E11_Cq_AZ_06.04.19_2019.427776	2019-06-06	WNV_5A90_E11_Cq_AZ_06.04.19_2019.427776	Hepp	MARICOPA	AZ
WNV	WNV_Z711_B6_Ct_AZ_05.09.19_2019.35659	2019-05-11	WNV_Z711_B6_Ct_AZ_05.09.19_2019.35659	Hepp	MARICOPA	AZ
WNV	WNV_8_Cq_AZ_09.02.16_2016.685792	2016-09-07	WNV_8_Cq_AZ_09.02.16_2016.685792	Hepp	MARICOPA	AZ
WNV	WNV_H7_Cq_AZ_09.26.17_2017.736986	2017-09-26	WNV_H7_Cq_AZ_09.26.17_2017.736986	Hepp	MARICOPA	AZ
WNV	WNV_Q832_C9_Cq_AZ_06.04.19_2019.427776	2019-06-06	WNV_Q832_C9_Cq_AZ_06.04.19_2019.427776	Hepp	MARICOPA	AZ
WNV	WNV_25_Cq_AZ_09292015_2015.74538	2015-09-30	WNV_25_Cq_AZ_09292015_2015.74538	Hepp	MARICOPA	AZ
WNV	WNV_074H1_Cq_AZ_06.22.18_2018.473973	2018-06-23	WNV_074H1_Cq_AZ_06.22.18_2018.473973	Hepp	MARICOPA	AZ
WNV	WNV_X844_B1_Cq_AZ_05.14.19_2019.37028	2019-05-16	WNV_X844_B1_Cq_AZ_05.14.19_2019.37028	Hepp	MARICOPA	AZ
WNV	WNV_R549_F11_Ct_AZ_04.12.19_2019.282667	2019-04-14	WNV_R549_F11_Ct_AZ_04.12.19_2019.282667	Hepp	MARICOPA	AZ
WNV	WNV_0_Cq_AZ_09.29.16_2016.745902	2016-09-30	WNV_0_Cq_AZ_09.29.16_2016.745902	Hepp	MARICOPA	AZ
WNV	WNV_Z014_D4_Cq_AZ_05.16.19_2019.375756	2019-05-18	WNV_Z014_D4_Cq_AZ_05.16.19_2019.375756	Hepp	MARICOPA	AZ
WNV	WNV_69_Cq_AZ_09.12.14_2014.69863	2014-09-12	WNV_69_Cq_AZ_09.12.14_2014.69863	Hepp	MARICOPA	AZ
WNV	WNV_E10_Ct_AZ_10.20.17_2017.80274	2017-10-21	WNV_E10_Ct_AZ_10.20.17_2017.80274	Hepp	MARICOPA	AZ
WNV	WNV_E8_Ct_AZ_09.01.17_2017.668493	2017-09-01	WNV_E8_Ct_AZ_09.01.17_2017.668493	Hepp	MARICOPA	AZ
WNV	WNV_X889_E11_Ct_AZ_05.09.19_2019.35659	2019-05-11	WNV_X889_E11_Ct_AZ_05.09.19_2019.35659	Hepp	MARICOPA	AZ
WNV	WNV_B8_Ct_AZ_10.25.17_2017.816438	2017-10-25	WNV_B8_Ct_AZ_10.25.17_2017.816438	Hepp	MARICOPA	AZ
WNV	WNV_1_Cq_AZ_06232015_2015.47707	2015-06-24	WNV_1_Cq_AZ_06232015_2015.47707	Hepp	MARICOPA	AZ
WNV	WNV_8_Cq_AZ_08042015_2015.59206	2015-08-05	WNV_8_Cq_AZ_08042015_2015.59206	Hepp	MARICOPA	AZ
WNV	WNV_8B72_H10_Cq_AZ_08072019_2019.600274	2019-08-08	WNV_8B72_H10_Cq_AZ_08072019_2019.600274	Hepp	MARICOPA	AZ
WNV	WNV_G1_Cq_AZ_05.17.17_2017.375342	2017-05-17	WNV_G1_Cq_AZ_05.17.17_2017.375342	Hepp	MARICOPA	AZ
WNV	WNV_0A13_A3_Cq_AZ_05.03.19_2019.340163	2019-05-05	WNV_0A13_A3_Cq_AZ_05.03.19_2019.340163	Hepp	MARICOPA	AZ
WNV	WNV_X673_G5_Ct_AZ_05.09.19_2019.35659	2019-05-11	WNV_X673_G5_Ct_AZ_05.09.19_2019.35659	Hepp	MARICOPA	AZ
WNV	WNV_C10090617_Ct_AZ_09.06.17_2017.682192	2017-09-07	WNV_C10090617_Ct_AZ_09.06.17_2017.682192	Hepp	MARICOPA	AZ
WNV	WNV_X700_B1_Cq_AZ_05.09.19_2019.35659	2019-05-11	WNV_X700_B1_Cq_AZ_05.09.19_2019.35659	Hepp	MARICOPA	AZ
WNV	WNV_17_Cq_AZ_08112015_2015.611225	2015-08-12	WNV_17_Cq_AZ_08112015_2015.611225	Hepp	MARICOPA	AZ
WNV	WNV_53_Cq_AZ_07.30.14_2014.578082	2014-07-30	WNV_53_Cq_AZ_07.30.14_2014.578082	Hepp	MARICOPA	AZ
WNV	WNV_9A10_E1_Ct_AZ_05.17.19_2019.378494	2019-05-19	WNV_9A10_E1_Ct_AZ_05.17.19_2019.378494	Hepp	MARICOPA	AZ
WNV	WNVSLE_16a_27_Ce_Az_07.31.17_2017.580822	2017-08-01	WNVSLE_16a_27_Ce_Az_07.31.17_2017.580822	Hepp	YUMA	AZ
WNV	WNVSLE_1b_1b_Ct_Az_08.14.17_2017.619178	2017-08-14	WNVSLE_1b_1b_Ct_Az_08.14.17_2017.619178	Hepp	YUMA	AZ
WNV	WNVSLE_RT_49353561_A9_Ct_07.25.18_2018.564384	2018-07-26	WNVSLE_RT_49353561_A9_Ct_07.25.18_2018.564384	Hepp	MARICOPA	AZ
WNV	WNVSLE_RT_49353562_E12_Ct_07.25.18_2018.564384	2018-07-26	WNVSLE_RT_49353562_E12_Ct_07.25.18_2018.564384	Hepp	MARICOPA	AZ
WNV	WNVSLE_652_G3_Ct_07.10.18_2018.523288	2018-07-11	WNVSLE_652_G3_Ct_07.10.18_2018.523288	Hepp	MARICOPA	AZ
WNV	WNVSLE_6D56_F2_Cq_AZ_07182019_2019.545517	2019-07-19	WNVSLE_6D56_F2_Cq_AZ_07182019_2019.545517	Hepp	MARICOPA	AZ
WNV	WNVSLE_6D31_G6_Ct_AZ_07182019_2019.545517	2019-07-19	WNVSLE_6D31_G6_Ct_AZ_07182019_2019.545517	Hepp	MARICOPA	AZ
WNV	WNVSLE_6D05_C1_Cq_AZ_07122019_2019.52909	2019-07-13	WNVSLE_6D05_C1_Cq_AZ_07122019_2019.52909	Hepp	MARICOPA	AZ
WNV	WNVSLE_3D00_B11_Ct_AZ_07032019_2019.504449	2019-07-04	WNVSLE_3D00_B11_Ct_AZ_07032019_2019.504449	Hepp	MARICOPA	AZ
WNV	WNVSLE_5D98_B5_Ct_AZ_07252019_2019.564682	2019-07-26	WNVSLE_5D98_B5_Ct_AZ_07252019_2019.564682	Hepp	MARICOPA	AZ
WNV	WNVSLE_0E12_C10_Ct_AZ_07112019_2019.526352	2019-07-12	WNVSLE_0E12_C10_Ct_AZ_07112019_2019.526352	Hepp	MARICOPA	AZ
WNV	WNVSLE_3D31_A10_Cq_AZ_07032019_2019.504449	2019-07-04	WNVSLE_3D31_A10_Cq_AZ_07032019_2019.504449	Hepp	MARICOPA	AZ
WNV	WNVSLE_0E97_H2_Ct_AZ_07032019_2019.504449	2019-07-04	WNVSLE_0E97_H2_Ct_AZ_07032019_2019.504449	Hepp	MARICOPA	AZ
WNV	WNVSLE_62_E3_Ct_06.21.18_2018.471233	2018-06-22	WNVSLE_62_E3_Ct_06.21.18_2018.471233	Hepp	MARICOPA	AZ
WNV	WNVSLE_06_B1_Ct_Az_06.21.18_2018.471233	2018-06-22	WNVSLE_06_B1_Ct_Az_06.21.18_2018.471233	Hepp	MARICOPA	AZ
WNV	WNV_3G06_Cq_AZ_20200731	2020-07-31	WNV_3G06_Cq_AZ_20200731	Hepp	MARICOPA	AZ
WNV	WNV_1M62_Ct_AZ_20200722	2020-07-22	WNV_1M62_Ct_AZ_20200722	Hepp	MARICOPA	AZ
WNV	WNV_11Q7_Cq_AZ_20200814	2020-08-14	WNV_11Q7_Cq_AZ_20200814	Hepp	MARICOPA	AZ
WNV	WNV_4T47_Ct_AZ_20200724	2020-07-24	WNV_4T47_Ct_AZ_20200724	Hepp	MARICOPA	AZ
WNV	WNV_4T54ccCt_AZ_20200724	2020-07-24	WNV_4T54ccCt_AZ_20200724	Hepp	MARICOPA	AZ
WNV	WNV_5T27_Ct_AZ_20200731	2020-07-31	WNV_5T27_Ct_AZ_20200731	Hepp	MARICOPA	AZ
WNV	WNV_41K7_Cq_AZ_20210617	2021-06-17	WNV_41K7_Cq_AZ_20210617	Hepp	MARICOPA	AZ
WNV	WNV_4C86_Cq_AZ_20210603	2021-06-03	WNV_4C86_Cq_AZ_20210603	Hepp	MARICOPA	AZ
WNV	WNV_83J9_Ct_AZ_20210615	2021-06-15	WNV_83J9_Ct_AZ_20210615	Hepp	MARICOPA	AZ
WNV	WNV_83K5_Cq_AZ_20210603	2021-06-03	WNV_83K5_Cq_AZ_20210603	Hepp	MARICOPA	AZ
WNV	WNV_85J4_Ct_AZ_20210610	2021-06-10	WNV_85J4_Ct_AZ_20210610	Hepp	MARICOPA	AZ
WNV	WNV_87J3_Cq_AZ_20210603	2021-06-03	WNV_87J3_Cq_AZ_20210603	Hepp	MARICOPA	AZ
WNV	WNV_8C67_Cq_AZ_20210615	2021-06-15	WNV_8C67_Cq_AZ_20210615	Hepp	MARICOPA	AZ
WNV	WNV_8C88_Cq_AZ_20210615	2021-06-15	WNV_8C88_Cq_AZ_20210615	Hepp	MARICOPA	AZ
WNV	WNV_97K7_Ct_AZ_20210617	2021-06-17	WNV_97K7_Ct_AZ_20210617	Hepp	MARICOPA	AZ
WNV	WNV_9C24_Cq_AZ_20210604	2021-06-04	WNV_9C24_Cq_AZ_20210604	Hepp	MARICOPA	AZ
WNV	WNV_9C34_Cq_AZ_20210604	2021-06-04	WNV_9C34_Cq_AZ_20210604	Hepp	MARICOPA	AZ
WNV	WNV_9C37_Cq_AZ_20210604	2021-06-04	WNV_9C37_Cq_AZ_20210604	Hepp	MARICOPA	AZ
